Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Flipkart,J0295-DR-XXXL,Western Dress,3XL,1,INR,859,PIMPRI CHINCHWAD,MAHARASHTRA,411044,IN,FALSE
Myntra,SET366-KR-NP-XS,Set,XS,1,INR,1165,"KYATHSANDRA, Tumkur",KARNATAKA,572104,IN,FALSE
Flipkart,J0281-SKD-S,Set,S,1,INR,1399,JAMMU,JAMMU & KASHMIR,180004,IN,FALSE
Amazon,JNE3611-KR-M,kurta,M,1,INR,349,HYDERABAD,TELANGANA,500016,IN,FALSE
Amazon,JNE2153-KR-278-A-XXXL,kurta,3XL,1,INR,424,NASHIK,MAHARASHTRA,422011,IN,FALSE
Flipkart,SET247-KR-SHA-XS,Set,XS,1,INR,680,MUMBAI,MAHARASHTRA,400037,IN,FALSE
Nalli,JNE3399-KR-S,kurta,S,1,INR,426,BENGALURU,KARNATAKA,560075,IN,FALSE
Flipkart,J0159-DR-M,Western Dress,M,1,INR,599,Zirakpur,PUNJAB,140603,IN,FALSE
Amazon,JNE3639-TP-N-L,Top,L,1,INR,693,ALAPPUZHA,KERALA,688506,IN,FALSE
Nalli,SET098-KR-PP-L,Set,L,1,INR,696,CHATRA,JHARKHAND,825401,IN,FALSE
Myntra,SET197-KR-NP-S,Set,S,1,INR,730,BENGALURU,KARNATAKA,560087,IN,FALSE
Myntra,JNE3160-KR-G-XL,kurta,XL,1,INR,599,SURAT,GUJARAT,394518,IN,FALSE
Others,JNE3706-DR-XL,Western Dress,XL,1,INR,399,KOLKATA,WEST BENGAL,700042,IN,FALSE
Amazon,JNE3905-DR-XXXL,Western Dress,3XL,1,INR,625,New Delhi,DELHI,110078,IN,FALSE
Nalli,JNE3619-KR-L,kurta,L,1,INR,292,HYDERABAD,TELANGANA,500072,IN,FALSE
Meesho,J0395-DR-S,Western Dress,S,1,INR,859,GUNTUR,ANDHRA PRADESH,522001,IN,FALSE
Amazon,JNE3279-KR-A-S,kurta,S,1,INR,301,CHENNAI,TAMIL NADU,600096,IN,FALSE
Flipkart,SET355-KR-PP-M,Set,M,1,INR,1399,FATEHABAD,HARYANA,125050,IN,FALSE
Flipkart,SET377-KR-NP-S,Set,S,1,INR,1068,HALDWANI,UTTARAKHAND,263139,IN,FALSE
Myntra,JNE3797-KR-M,Western Dress,M,1,INR,735,ERNAKULAM,KERALA,682017,IN,FALSE
Myntra,JNE3870-DR-XXXL,Western Dress,3XL,1,INR,721,BENGALURU,KARNATAKA,560105,IN,FALSE
Meesho,JNE3068-KR-A-L,kurta,L,1,INR,696,BADLAPUR,MAHARASHTRA,421503,IN,FALSE
Amazon,JNE3735-KR-XXXL,kurta,3XL,1,INR,386,KANCHEEPURAM,TAMIL NADU,631501,IN,FALSE
Myntra,SET324-KR-NP-M,Set,M,1,INR,635,RAIGARH,CHHATTISGARH,496001,IN,FALSE
Nalli,JNE3555-KR-M,kurta,M,1,INR,487,CHENNAI,TAMIL NADU,600005,IN,FALSE
Amazon,JNE3568-KR-L,kurta,L,1,INR,435,Narayangaon,MAHARASHTRA,410504,IN,FALSE
Amazon,JNE3797-KR-A-L,Western Dress,L,1,INR,725,PATNA,BIHAR,800011,IN,FALSE
Flipkart,SET273-KR-NP-S,Set,S,1,INR,612,MOHALI,PUNJAB,140301,IN,FALSE
Myntra,SET344-KR-NP-M,Set,M,1,INR,872,BENGALURU,KARNATAKA,560077,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE
Amazon,JNE3465-KR-XXXL,kurta,3XL,1,INR,499,AURANGABAD,MAHARASHTRA,431001,IN,FALSE
Flipkart,JNE3465-KR-S,kurta,S,4,INR,2068,MANGALURU,KARNATAKA,575006,IN,FALSE
Amazon,J0003-SET-L,Set,L,1,INR,688,CHENNAI,TAMIL NADU,600095,IN,FALSE
Amazon,JNE3797-KR-XXL,Western Dress,XXL,1,INR,715,COIMBATORE,TAMIL NADU,641035,IN,FALSE
Myntra,JNE2270-KR-487-A-S,kurta,S,1,INR,518,BENGALURU,KARNATAKA,560025,IN,FALSE
Myntra,MEN5001-KR-M,kurta,M,1,INR,521,NELLORE,ANDHRA PRADESH,524004,IN,FALSE
Nalli,J0119-TP-L,Top,L,1,INR,540,BENGALURU,KARNATAKA,560037,IN,FALSE
Myntra,SET278-KR-NP-XXL,Set,XXL,1,INR,1442,DEVAKOTTAI.SIVAGANGAI DISTRICT.,TAMIL NADU,630302,IN,FALSE
Amazon,MEN5013-KR-L,kurta,L,1,INR,495,PONNUR,ANDHRA PRADESH,522124,IN,FALSE
Amazon,SET414-KR-NP-XL,Set,XL,1,INR,999,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Amazon,JNE3834-KR-S,kurta,S,1,INR,521,JAIPUR,RAJASTHAN,302004,IN,FALSE
Amazon,JNE3706-DR-L,Western Dress,L,1,INR,413,HYDERABAD,TELANGANA,500084,IN,FALSE
Amazon,SET356-KR-NP-L,Set,L,1,INR,969,BILASPUR,HIMACHAL PRADESH,174001,IN,FALSE
Meesho,SAR019,Saree,Free,1,INR,487,JAMNAGAR,GUJARAT,361007,IN,FALSE
Myntra,SET183-KR-DH-S,Set,S,1,INR,759,Vijayawada,ANDHRA PRADESH,522501,IN,FALSE
Ajio,JNE3798-KR-A-XXXL,Western Dress,3XL,1,INR,725,COIMBATORE,TAMIL NADU,641044,IN,FALSE
Myntra,SET347-KR-NP-L,Set,L,1,INR,801,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE
Amazon,J0295-DR-L,Western Dress,L,1,INR,817,VADODARA,GUJARAT,390018,IN,FALSE
Flipkart,JNE3797-KR-XL,Western Dress,XL,1,INR,735,BENGALURU,KARNATAKA,560004,IN,FALSE
Flipkart,JNE3738-KR-S,kurta,S,1,INR,383,JAIPUR,RAJASTHAN,303702,IN,FALSE
Amazon,JNE3399-KR-XL,kurta,XL,1,INR,435,BENGALURU,KARNATAKA,560016,IN,FALSE
Amazon,SET333-KR-DPT-S,Set,S,1,INR,967,Bangalore,KARNATAKA,560103,IN,FALSE
Myntra,J0172-TP-XXL,Top,XXL,1,INR,729,Ernakulam,KERALA,682006,IN,FALSE
Flipkart,JNE3334-KR-M,kurta,M,1,INR,318,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
Amazon,SET324-KR-NP-S,Set,S,1,INR,597,CHENNAI,TAMIL NADU,600013,IN,FALSE
Meesho,JNE3797-KR-A-L,Western Dress,L,1,INR,725,THODUPUZHA,KERALA,685587,IN,FALSE
Others,JNE3471-KR-M,kurta,M,1,INR,318,tirupati,ANDHRA PRADESH,517501,IN,FALSE
Amazon,SET327-KR-DPT-XL,Set,XL,1,INR,845,FARIDABAD,HARYANA,121003,IN,FALSE
Nalli,NW013-ST-SR-XXXL,Set,3XL,1,INR,475,CHENNAI,TAMIL NADU,600040,IN,FALSE
Flipkart,SAR003,Saree,Free,1,INR,563,CHENGALPATTU,TAMIL NADU,603001,IN,FALSE
Amazon,J0372-SKD-XXL,Set,XXL,1,INR,1099,MUMBAI,MAHARASHTRA,400012,IN,FALSE
Amazon,NW016-ST-SR-XL,Set,XL,1,INR,537,CHENNAI,TAMIL NADU,600097,IN,FALSE
Flipkart,SAR026,Saree,Free,1,INR,549,NEW DELHI,DELHI,110064,IN,FALSE
Amazon,SAR020,Saree,Free,1,INR,569,Vadodara,GUJARAT,390021,IN,FALSE
Amazon,JNE3399-KR-XS,kurta,XS,1,INR,435,ADONI,ANDHRA PRADESH,518301,IN,FALSE
Meesho,JNE3833-KR-XXXL,kurta,3XL,1,INR,521,NAGPUR,MAHARASHTRA,440026,IN,FALSE
Flipkart,JNE3706-DR-L,Western Dress,L,1,INR,399,MUMBAI,MAHARASHTRA,400057,IN,FALSE
Flipkart,JNE3160-KR-G-M,kurta,M,1,INR,729,AURANGABAD,BIHAR,824101,IN,FALSE
Myntra,JNE3609-KR-M,kurta,M,1,INR,568,HYDERABAD,TELANGANA,500055,IN,FALSE
Meesho,SET349-KR-NP-XXXL,Set,3XL,1,INR,968,BHUBANESWAR,ODISHA,751019,IN,FALSE
Flipkart,MEN5009-KR-XXL,kurta,XXL,1,INR,495,CHENNAI,TAMIL NADU,600042,IN,FALSE
Myntra,J0117-TP-M,Top,M,1,INR,518,Mira Road,MAHARASHTRA,401107,IN,FALSE
Amazon,SET193-KR-NP-A-M,Set,M,1,INR,771,BENGALURU,KARNATAKA,560076,IN,FALSE
Flipkart,JNE3834-KR-M,kurta,M,1,INR,521,VADODARA,GUJARAT,391410,IN,FALSE
Amazon,JNE3645-TP-N-M,Top,M,1,INR,460,Delhi,Delhi,110096,IN,FALSE
Amazon,JNE3708-TU-XXL,Top,XXL,1,INR,690,shivpuri,MADHYA PRADESH,473551,IN,FALSE
Amazon,JNE2100-KR-144-XXL,kurta,XXL,1,INR,382,CHENNAI,TAMIL NADU,602024,IN,FALSE
Meesho,SET355-KR-PP-S,Set,S,1,INR,1192,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE
Myntra,MEN5024-KR-M,kurta,M,1,INR,475,DOHAD,GUJARAT,389151,IN,FALSE
Amazon,J0007-SKD-XXXL,Set,3XL,1,INR,1133,HYDERABAD,TELANGANA,500033,IN,FALSE
Amazon,JNE3721-KR-XS,kurta,XS,1,INR,292,Kadapa,ANDHRA PRADESH,516259,IN,FALSE
Nalli,JNE3752-KR-L,kurta,L,1,INR,345,BENGALURU,KARNATAKA,560077,IN,FALSE
Meesho,JNE3793-KR-XXL,kurta,XXL,1,INR,349,ACHANTA,ANDHRA PRADESH,534123,IN,FALSE
Flipkart,JNE3638-KR-XXXL,kurta,3XL,1,INR,517,PUNE,MAHARASHTRA,411014,IN,FALSE
Myntra,J0119-TP-XXXL,Top,3XL,1,INR,758,Ghaziabad,UTTAR PRADESH,201005,IN,FALSE
Flipkart,JNE3749-KR-XXXL,kurta,3XL,1,INR,469,MUMBAI,MAHARASHTRA,400018,IN,FALSE
Flipkart,SET331-KR-NP-L,Set,L,1,INR,635,SILIGURI,WEST BENGAL,735203,IN,FALSE
Myntra,JNE3510-KR-S,kurta,S,1,INR,429,AGARTALA,TRIPURA,799001,IN,FALSE
Flipkart,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,718,BANGALORE,KARNATAKA,560037,IN,FALSE
Ajio,JNE3468-KR-XS,kurta,XS,1,INR,349,UJJAIN,MADHYA PRADESH,456001,IN,FALSE
Amazon,JNE3510-KR-S,kurta,S,1,INR,429,BENGALURU,KARNATAKA,560079,IN,FALSE
Nalli,JNE3648-TP-N-XXL,Top,XXL,1,INR,518,INDORE,MADHYA PRADESH,452010,IN,FALSE
Meesho,JNE3749-KR-XL,kurta,XL,1,INR,477,NASHIK,MAHARASHTRA,422101,IN,FALSE
Meesho,SET397-KR-NP-XXL,Set,XXL,1,INR,1186,Pune,MAHARASHTRA,411027,IN,FALSE
Ajio,JNE3793-KR-XL,kurta,XL,1,INR,349,MUZAFFARPUR,BIHAR,842001,IN,FALSE
Flipkart,JNE3645-TP-N-L,Top,L,1,INR,432,MUMBAI,MAHARASHTRA,400068,IN,FALSE
Amazon,JNE3546-KR-L,kurta,L,1,INR,458,KARANJIA,ODISHA,757037,IN,FALSE
Myntra,SET320-KR-NP-S,Set,S,1,INR,845,AHMEDABAD,GUJARAT,380061,IN,FALSE
Amazon,JNE3068-KR-A-L,kurta,L,1,INR,696,Bengaluru,KARNATAKA,560067,IN,FALSE
Flipkart,JNE3613-KR-XL,kurta,XL,1,INR,399,MYSURU,KARNATAKA,571122,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,KANPUR,UTTAR PRADESH,208009,IN,FALSE
Myntra,JNE3784-KR-L,kurta,L,1,INR,458,NEW DELHI,DELHI,110084,IN,FALSE
Flipkart,JNE2199-KR-411-A-XXXL,kurta,3XL,1,INR,353,THANE,MAHARASHTRA,400615,IN,FALSE
Amazon,JNE3291-KR-XL,kurta,XL,1,INR,471,CHANDRAPUR,MAHARASHTRA,442401,IN,FALSE
Flipkart,JNE3363-KR-1032-XXXL,kurta,3XL,1,INR,399,Hyderabad,TELANGANA,500012,IN,FALSE
Amazon,SET038-KR-PP-M,Set,M,1,INR,550,CHENNAI,TAMIL NADU,600078,IN,FALSE
Amazon,JNE2086-KR-389-XS,kurta,XS,1,INR,699,HYDERABAD,TELANGANA,500062,IN,FALSE
Ajio,JNE3798-KR-XS,Western Dress,XS,1,INR,771,PONDA,GOA,403401,IN,FALSE
Amazon,PJNE3252-KR-N-5XL,kurta,5XL,1,INR,925,THIRUVANANTHAPURAM,KERALA,695004,IN,FALSE
Amazon,J0230-SKD-M,Set,M,1,INR,1112,MANDI GOVINDGARH,PUNJAB,147301,IN,FALSE
Nalli,SET374-KR-NP-XS,Set,XS,1,INR,666,BENGALURU,KARNATAKA,560019,IN,FALSE
Amazon,SET197-KR-NP-L,Set,L,1,INR,730,MANDI,HIMACHAL PRADESH,175001,IN,FALSE
Myntra,SET265-KR-NP-L,Set,L,1,INR,846,JAMMU,JAMMU & KASHMIR,180001,IN,FALSE
Myntra,SET278-KR-NP-S,Set,S,1,INR,1523,BENGALURU,KARNATAKA,562107,IN,FALSE
Amazon,SAR010,Saree,Free,1,INR,968,Haldwani,UTTARAKHAND,263139,IN,FALSE
Myntra,JNE3639-TP-N-M,Top,M,1,INR,518,HYDERABAD,TELANGANA,500034,IN,FALSE
Meesho,JNE3542-KR-XL,kurta,XL,1,INR,333,BARASAT,WEST BENGAL,700129,IN,FALSE
Amazon,JNE3797-KR-XS,Western Dress,XS,1,INR,715,PUNE,MAHARASHTRA,411040,IN,FALSE
Amazon,JNE3761-KR-XS,kurta,XS,1,INR,310,VASAI VIRAR,MAHARASHTRA,401203,IN,FALSE
Amazon,SET110-KR-PP-XL,Set,XL,1,INR,788,SHYAMDHAN,WEST BENGAL,734427,IN,FALSE
Flipkart,JNE3764-KR-S,kurta,S,1,INR,399,TARAPUR,MAHARASHTRA,401506,IN,FALSE
Myntra,JNE3645-TP-N-XL,Top,XL,1,INR,432,MUMBAI,MAHARASHTRA,400067,IN,FALSE
Ajio,SET287-KR-NP-XXXL,Set,3XL,1,INR,626,PORT BLAIR,ANDAMAN & NICOBAR ,744101,IN,FALSE
Flipkart,SET363-KR-NP-M,Set,M,1,INR,1338,BENGALURU,KARNATAKA,560067,IN,FALSE
Others,JNE3761-KR-XXL,kurta,XXL,1,INR,301,MUMBAI,MAHARASHTRA,400071,IN,FALSE
Amazon,JNE3797-KR-A-M,Western Dress,M,1,INR,761,BENGALURU,KARNATAKA,560043,IN,FALSE
Flipkart,SET342-KR-NP-N-XL,Set,XL,1,INR,850,BENGALURU,KARNATAKA,560036,IN,FALSE
Amazon,SET278-KR-NP-L,Set,L,1,INR,1450,PUNE,MAHARASHTRA,411021,IN,FALSE
Flipkart,SET324-KR-NP-L,Set,L,1,INR,597,LUCKNOW,UTTAR PRADESH,226004,IN,FALSE
Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,SONARPUR,WEST BENGAL,700150,IN,FALSE
Amazon,J0379-SKD-L,Set,L,1,INR,1301,KULGAM,JAMMU & KASHMIR,192231,IN,FALSE
Flipkart,SET291-KR-PP-M,Set,M,1,INR,569,MUZAFFARNAGAR,UTTAR PRADESH,251327,IN,FALSE
Amazon,JNE3800-KR-XXXL,Western Dress,3XL,1,INR,735,Gurgaon,HARYANA,122001,IN,FALSE
Amazon,PJNE3399-KR-N-4XL,kurta,4XL,1,INR,760,SRIKAKULAM,ANDHRA PRADESH,532001,IN,FALSE
Amazon,JNE3865-TP-XL,Top,XL,1,INR,599,HYDERABAD,TELANGANA,500015,IN,FALSE
Nalli,SAR024,Saree,Free,1,INR,1044,ALLAHABAD,UTTAR PRADESH,211004,IN,FALSE
Amazon,JNE3451-KR-XXL,kurta,XXL,1,INR,362,SAMBALPUR,ODISHA,768001,IN,FALSE
Nalli,SET110-KR-PP-XS,Set,XS,1,INR,788,Guwahati,ASSAM,781003,IN,FALSE
Amazon,JNE3878-KR-L,kurta,L,1,INR,399,GURUGRAM,HARYANA,122101,IN,FALSE
Myntra,SET110-KR-PP-M,Set,M,1,INR,729,UDUPI,KARNATAKA,576107,IN,FALSE
Amazon,J0211-DR-XS,Ethnic Dress,XS,1,INR,699,BENGALURU,KARNATAKA,560084,IN,FALSE
Flipkart,JNE3160-KR-XL,kurta,XL,1,INR,729,NAGPUR,MAHARASHTRA,440001,IN,FALSE
Amazon,SET394-KR-NP-XS,Set,XS,1,INR,1298,IDAR,GUJARAT,383430,IN,FALSE
Myntra,SET110-KR-PP-S,Set,S,1,INR,788,KARANJIA,ODISHA,757037,IN,FALSE
Amazon,SET182-KR-DH-XS,Set,XS,1,INR,699,HYDERABAD,TELANGANA,500028,IN,FALSE
Flipkart,SET363-KR-NP-XXXL,Set,3XL,1,INR,1338,AMRITSAR,PUNJAB,143001,IN,FALSE
Flipkart,SET279-LC-XL,Set,XL,1,INR,888,PIMPRI CHINCHWAD,MAHARASHTRA,411061,IN,FALSE
Amazon,SET220-KR-PP-S,Set,S,1,INR,1099,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
Ajio,SET183-KR-DH-L,Set,L,1,INR,759,AURANGABAD,MAHARASHTRA,431003,IN,FALSE
Amazon,JNE3797-KR-S,Western Dress,S,1,INR,771,MANDAPETA,ANDHRA PRADESH,533308,IN,FALSE
Myntra,JNE3785-KR-XXXL,kurta,3XL,1,INR,362,BENGALURU,KARNATAKA,560006,IN,FALSE
Myntra,JNE3368-KR-L,kurta,L,1,INR,449,HYDERABAD,TELANGANA,500036,IN,FALSE
Nalli,J0282-SET-M,Set,M,1,INR,999,BENGALURU,KARNATAKA,560079,IN,FALSE
Myntra,JNE3366-KR-1053-XXL,kurta,XXL,1,INR,376,MEERUT,UTTAR PRADESH,250001,IN,FALSE
Flipkart,SET374-KR-NP-XS,Set,XS,1,INR,597,Jabalpur,MADHYA PRADESH,482002,IN,FALSE
Flipkart,SET392-KR-NP-L,Set,L,1,INR,799,KALYAN,MAHARASHTRA,421201,IN,FALSE
Flipkart,JNE3468-KR-XXL,kurta,XXL,1,INR,399,YANAM,PUDUCHERRY,533464,IN,FALSE
Myntra,SET145-KR-NP-M,Set,M,1,INR,788,HYDERABAD,TELANGANA,500085,IN,FALSE
Myntra,SET304-KR-DPT-XS,Set,XS,1,INR,1129,AMRAVATI,MAHARASHTRA,444604,IN,FALSE
Nalli,SET233-KR-PP-L,Set,L,1,INR,545,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Others,SET346-KR-PP-XXL,Set,XXL,1,INR,911,NEW DELHI,DELHI,110024,IN,FALSE
Amazon,SET304-KR-DPT-XS,Set,XS,1,INR,1115,SAGAR,MADHYA PRADESH,470002,IN,FALSE
Amazon,J0090-TP-XXXL,Top,3XL,1,INR,563,BENGALURU,KARNATAKA,560034,IN,FALSE
Others,JNE3784-KR-XXL,kurta,XXL,1,INR,452,Kolkata,WEST BENGAL,700136,IN,FALSE
Myntra,J0097-KR-XXL,kurta,XXL,1,INR,528,Bhagalpur,BIHAR,812001,IN,FALSE
Myntra,J0344-TP-XXXL,Top,3XL,1,INR,518,Guwahati,ASSAM,781019,IN,FALSE
Flipkart,SAR007,Saree,Free,1,INR,449,Kottayam,KERALA,686016,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,MUMBAI,MAHARASHTRA,400102,IN,FALSE
Flipkart,JNE3609-KR-XXL,kurta,XXL,2,INR,1136,BENGALURU,KARNATAKA,560102,IN,FALSE
Myntra,JNE3265-KR-XL,kurta,XL,1,INR,318,"Madeenaguda, Chandanagar, Hyderabad",TELANGANA,500050,IN,FALSE
Myntra,SET182-KR-DH-M,Set,M,1,INR,699,KHARIAR,ODISHA,766107,IN,FALSE
Amazon,SET351-KR-NP-XL,Set,XL,1,INR,599,"KANIYAPURAM, THIRUVANANTHAPURAM DISTRICT",KERALA,695301,IN,FALSE
Amazon,J0095-SET-XL,Set,XL,1,INR,653,KOVILPATTI,TAMIL NADU,628501,IN,FALSE
Flipkart,JNE3803-KR-S,kurta,S,1,INR,453,AHMEDABAD,GUJARAT,380051,IN,FALSE
Myntra,JNE3368-KR-XXXL,kurta,3XL,1,INR,471,THIRUVANANTHAPURAM,KERALA,695008,IN,FALSE
Meesho,SET327-KR-DPT-XXL,Set,XXL,1,INR,999,ERNAKULAM,KERALA,682016,IN,FALSE
Others,SET348-KR-NP-XS,Set,XS,1,INR,968,MUDHOL,KARNATAKA,587313,IN,FALSE
Amazon,SET394-KR-NP-XXL,Set,XXL,1,INR,1281,RAJKOT,GUJARAT,360005,IN,FALSE
Meesho,J0006-SET-XL,Ethnic Dress,XL,1,INR,855,GURUGRAM,HARYANA,122006,IN,FALSE
Amazon,J0150-KR-L,kurta,L,1,INR,420,NEW DELHI,DELHI,110085,IN,FALSE
Amazon,SET044-KR-NP-M,Set,M,2,INR,1224,ANANTAPUR,ANDHRA PRADESH,516390,IN,FALSE
Amazon,JNE3564-KR-L,kurta,L,1,INR,481,GUNTUR,ANDHRA PRADESH,522006,IN,FALSE
Flipkart,J0041-SET-S,Set,S,1,INR,622,AHMEDABAD,GUJARAT,380058,IN,FALSE
Ajio,JNE3880-DR-XXXL,Western Dress,3XL,1,INR,564,Jalandhar,PUNJAB,144003,IN,FALSE
Myntra,JNE3887-KR-XL,kurta,XL,1,INR,526,GURUGRAM,HARYANA,122001,IN,FALSE
Myntra,J0096-KR-M,kurta,M,1,INR,568,AHMEDABAD,GUJARAT,380052,IN,FALSE
Flipkart,JNE2014-KR-178-L,kurta,L,1,INR,359,Thiruvalla,KERALA,689621,IN,FALSE
Amazon,J0230-SKD-S,Set,S,1,INR,969,Rewari,HARYANA,123401,IN,FALSE
Ajio,SET331-KR-NP-M,Set,M,1,INR,613,Satara,MAHARASHTRA,415002,IN,FALSE
Ajio,JNE3707-DR-XL,Western Dress,XL,1,INR,496,THANE,MAHARASHTRA,400610,IN,FALSE
Amazon,SAR005,Saree,Free,1,INR,612,Lucknow,UTTAR PRADESH,226010,IN,FALSE
Amazon,SET397-KR-NP-S,Set,S,1,INR,999,PALAKKAD,KERALA,678014,IN,FALSE
Flipkart,JNE3291-KR-L,kurta,L,1,INR,471,VIZIANAGARAM,ANDHRA PRADESH,535005,IN,FALSE
Amazon,JNE3291-KR-L,kurta,L,1,INR,399,CHENNAI,TAMIL NADU,600122,IN,FALSE
Ajio,J0007-SKD-XXL,Set,XXL,1,INR,1076,COLVALE,GOA,403513,IN,FALSE
Amazon,JNE3265-KR-XXL,kurta,XXL,1,INR,318,HYDERABAD,TELANGANA,500052,IN,FALSE
Myntra,JNE3797-KR-L,Western Dress,L,1,INR,735,HYDERABAD,TELANGANA,500040,IN,FALSE
Flipkart,SAR005,Saree,Free,1,INR,825,MUZAFFARPUR,BIHAR,842002,IN,FALSE
Meesho,J0294-TP-XS,Top,XS,1,INR,396,NEW DELHI,DELHI,110018,IN,FALSE
Myntra,J0285-SKD-XL,Set,XL,1,INR,1442,LUCKNOW,UTTAR PRADESH,226001,IN,FALSE
Flipkart,JNE3797-KR-XL,Western Dress,XL,1,INR,735,Pulpally,KERALA,673579,IN,FALSE
Myntra,NW034-TP-PJ-L,Set,L,2,INR,1190,BENGALURU,KARNATAKA,560064,IN,FALSE
Myntra,JNE3510-KR-M,kurta,M,1,INR,471,MUMBAI,MAHARASHTRA,400003,IN,FALSE
Meesho,SET383-KR-NP-M,Set,M,1,INR,699,KOTA,RAJASTHAN,324002,IN,FALSE
Flipkart,JNE2100-KR-144-XXXL,kurta,3XL,1,INR,376,CHENNAI,TAMIL NADU,600091,IN,FALSE
Nalli,PJNE3440-KR-N-6XL,kurta,6XL,1,INR,527,KOLKATA,WEST BENGAL,700030,IN,FALSE
Myntra,JNE3801-KR-XXXL,kurta,3XL,1,INR,735,BENGALURU,KARNATAKA,560078,IN,FALSE
Myntra,JNE3801-KR-L,kurta,L,1,INR,735,BENGALURU,KARNATAKA,560023,IN,FALSE
Amazon,JNE3790-KR-L,kurta,L,1,INR,301,SRINAGAR,JAMMU & KASHMIR,190015,IN,FALSE
Amazon,SET291-KR-PP-XXL,Set,XXL,1,INR,599,SALEM,TAMIL NADU,636016,IN,FALSE
Myntra,SET062-KR-SP-XL,Set,XL,1,INR,684,SEHORE,MADHYA PRADESH,466001,IN,FALSE
Meesho,JNE3781-KR-M,kurta,M,1,INR,406,Ahmedabad,GUJARAT,382449,IN,FALSE
Myntra,J0164-DR-XXL,Ethnic Dress,XXL,1,INR,362,CHIRKUNDA,JHARKHAND,828202,IN,FALSE
Amazon,SET324-KR-NP-XL,Set,XL,1,INR,597,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE
Amazon,SET304-KR-DPT-S,Set,S,1,INR,1125,SHILLONG,MEGHALAYA,793004,IN,FALSE
Amazon,SET323-KR-NP-L,Set,L,1,INR,939,LUCKNOW,UTTAR PRADESH,226020,IN,FALSE
Flipkart,SET219-KR-PP-M,Set,M,1,INR,635,CHENNAI,TAMIL NADU,600028,IN,FALSE
Flipkart,JNE3546-KR-L,kurta,L,1,INR,468,BENGALURU,KARNATAKA,560066,IN,FALSE
Flipkart,JNE3618-KR-M,kurta,M,1,INR,375,HUBBALLI,KARNATAKA,580032,IN,FALSE
Flipkart,SET293-KR-NP-M,Set,M,1,INR,683,Yadgir,KARNATAKA,585215,IN,FALSE
Myntra,JNE3567-KR-M,kurta,M,1,INR,399,VARANASI,UTTAR PRADESH,221005,IN,FALSE
Amazon,JNE3784-KR-XXL,kurta,XXL,1,INR,496,COIMBATORE,TAMIL NADU,641111,IN,FALSE
Flipkart,SET331-KR-NP-S,Set,S,1,INR,635,HYDERABAD,TELANGANA,500038,IN,FALSE
Myntra,JNE3160-KR-G-S,kurta,S,1,INR,599,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,FALSE
Myntra,SET268-KR-NP-XXXL,Set,3XL,1,INR,788,KALYAN,MAHARASHTRA,421301,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,725,BANDA,UTTAR PRADESH,210001,IN,FALSE
Amazon,SAR004,Saree,Free,1,INR,715,PIPARIYA dist. Hoshangabad,MADHYA PRADESH,461775,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,724,PUNE,MAHARASHTRA,411045,IN,FALSE
Myntra,SET145-KR-NP-M,Set,M,1,INR,677,BHUNTAR,HIMACHAL PRADESH,175125,IN,FALSE
Amazon,JNE3837-KR-M,kurta,M,1,INR,533,HYDERABAD,TELANGANA,500079,IN,FALSE
Amazon,SET380-KR-NP-XXL,Set,XXL,1,INR,965,NEW DELHI,DELHI,110019,IN,FALSE
Amazon,J0400-DR-S,Western Dress,S,1,INR,859,AONLA,UTTAR PRADESH,243403,IN,FALSE
Amazon,J0401-DR-S,Western Dress,S,1,INR,885,NEW DELHI,DELHI,110034,IN,FALSE
Flipkart,SET324-KR-NP-L,Set,L,1,INR,635,NAGPUR,MAHARASHTRA,440013,IN,FALSE
Flipkart,JNE3567-KR-M,kurta,M,1,INR,399,MADURAI,TAMIL NADU,625007,IN,FALSE
Myntra,JNE3813-KR-XL,kurta,XL,1,INR,627,PUNE,MAHARASHTRA,411028,IN,FALSE
Amazon,JNE3838-KR-S,kurta,S,1,INR,481,PUNE,MAHARASHTRA,411014,IN,FALSE
Myntra,SET330-KR-PP-M,Set,M,1,INR,560,KOLKATA,WEST BENGAL,700008,IN,FALSE
Myntra,JNE3518-KR-S,kurta,S,1,INR,487,ERNAKULAM,KERALA,682018,IN,FALSE
